Q,A
뉴탁구클럽의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 노원구 공릉로 235이며, 해당 강좌는 주로 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
하늘꿈아동발달센터의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 노원구 공릉로58길 112이며, 해당 강좌는 주로 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최하며, 가격은 180000원 입니다."
하늘꿈아동발달센터의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 노원구 공릉로58길 112이며, 해당 강좌는 주로 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
격술원의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 노원구 노원로 29이며, 해당 강좌는 주로 (7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
올탁구클럽의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 노원구 동일로 1051이며, 해당 강좌는 주로 (6, 7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
(주식회사)박재현재활운동센터의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 노원구 동일로 986이며, 해당 강좌는 주로 (5, 6, 7, 10)월에 개최하며, 가격은 130000원 입니다."
지음발달재활센터의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 노원구 동일로 986이며, 해당 강좌는 주로 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
백두산 체육관의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 노원구 동일로198길 36이며, 해당 강좌는 주로 (6, 7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
라스트핏 점핑의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 노원구 동일로237길 40이며, 해당 강좌는 주로 (6, 7, 8, 9, 10)월에 개최하며, 가격은 110000원 입니다."
라스트핏 점핑의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 노원구 동일로237길 40이며, 해당 강좌는 주로 (6, 7, 8, 9, 10)월에 개최하며, 가격은 95000원 입니다."
용인대한양태권도장의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 노원구 동일로242길 51이며, 해당 강좌는 주로 (6, 7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
킨더윌언어심리전문센터의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 노원구 상계로23다길 13-8이며, 해당 강좌는 주로 (6, 7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
희망탁구의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 노원구 석계로 67이며, 해당 강좌는 주로 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
대한태권도장의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 노원구 월계로55길 4이며, 해당 강좌는 주로 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
스마일재활운동센터의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 노원구 한글비석로 444이며, 해당 강좌는 주로 (1, 2, 3, 4, 5, 6, 7, 8)월에 개최하며, 가격은 110000원 입니다."
복싱팩토리짐의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 노원구 한글비석로23길 2이며, 해당 강좌는 주로 (7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
용인대백두산태권도의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 노원구 한글비석로5길 62이며, 해당 강좌는 주로 (7, 8)월에 개최하며, 가격은 110000원 입니다."
창동탁구클럽의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 도봉구 노해로63길 51이며, 해당 강좌는 주로 (7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
리케어짐의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 도봉구 노해로70길 81이며, 해당 강좌는 주로 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
리케어짐의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 도봉구 노해로70길 81이며, 해당 강좌는 주로 (1, 2, 3, 4, 5, 6, 7, 8)월에 개최하며, 가격은 110000원 입니다."
성룡태권도의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 도봉구 덕릉로59가길 17이며, 해당 강좌는 주로 (3, 4, 5, 6, 7)월에 개최하며, 가격은 110000원 입니다."
라스트점핑핏클럽의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 도봉구 도당로13길 19이며, 해당 강좌는 주로 (2, 3, 4, 5, 6, 7, 8)월에 개최하며, 가격은 120000원 입니다."
창무관의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 도봉구 도봉로 517이며, 해당 강좌는 주로 (6, 7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
은지아동발달센터의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 도봉구 도봉로154길 23 (도봉동, 신성빌딩)이며, 해당 강좌는 주로 (1, 2, 3, 4, 5, 6, 7)월에 개최하며, 가격은 110000원 입니다."
함께가자아동발달센터의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 도봉구 방학로 165이며, 해당 강좌는 주로 (6, 7)월에 개최하며, 가격은 110000원 입니다."
하랑태권도의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 도봉구 방학로6길 20이며, 해당 강좌는 주로 (7, 8)월에 개최하며, 가격은 110000원 입니다."
강북남동훈태권도의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 도봉구 시루봉로12길 6이며, 해당 강좌는 주로 (6, 7)월에 개최하며, 가격은 110000원 입니다."
챔피언탁구클럽의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 도봉구 우이천로32길 38이며, 해당 강좌는 주로 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최하며, 가격은 110000원 입니다."
로하필라테스의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동대문구 망우로 122-1이며, 해당 강좌는 주로 (4, 5, 6, 7, 8)월에 개최하며, 가격은 110000원 입니다."
화랑태권도의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동대문구 망우로16길 26이며, 해당 강좌는 주로 (5, 6, 7, 8)월에 개최하며, 가격은 110000원 입니다."
우성거룡체육관의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동대문구 사가정로 190이며, 해당 강좌는 주로 (6, 7, 8)월에 개최하며, 가격은 110000원 입니다."
트리플에이짐의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동대문구 서울시립대로 155이며, 해당 강좌는 주로 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
동문장애인복지관의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동대문구 장안벚꽃로7길 5이며, 해당 강좌는 주로 (7, 8, 9)월에 개최하며, 가격은 60000원 입니다."
동문장애인복지관의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동대문구 장안벚꽃로7길 5이며, 해당 강좌는 주로 (7, 8, 9)월에 개최하며, 가격은 40000원 입니다."
동문장애인복지관의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동대문구 장안벚꽃로7길 5이며, 해당 강좌는 주로 (7, 8)월에 개최하며, 가격은 30000원 입니다."
동문장애인복지관의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동대문구 장안벚꽃로7길 5이며, 해당 강좌는 주로 (6, 7, 8, 9)월에 개최하며, 가격은 50000원 입니다."
피트니스오늘&필라테스의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동대문구 장한로 29이며, 해당 강좌는 주로 (6, 7, 8)월에 개최하며, 가격은 110000원 입니다."
핑퐁플러스의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동대문구 전농로 130이며, 해당 강좌는 주로 (5, 6, 7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
스페셜스포츠센(S.S.C)의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동대문구 한천로17길 23이며, 해당 강좌는 주로 (6, 7, 8, 9, 10)월에 개최하며, 가격은 110000원 입니다."
예닮필라테스의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동작구 등용로 73-2이며, 해당 강좌는 주로 (4, 5, 6, 7)월에 개최하며, 가격은 110000원 입니다."
동작아동발달센터의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동작구 보라매로 89이며, 해당 강좌는 주로 (3, 4, 5, 7)월에 개최하며, 가격은 110000원 입니다."
파랑새아동발달센터의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동작구 상도로 301이며, 해당 강좌는 주로 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
파랑새아동발달센터의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동작구 상도로 301이며, 해당 강좌는 주로 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최하며, 가격은 187500원 입니다."
파랑새아동발달센터의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동작구 상도로 301이며, 해당 강좌는 주로 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최하며, 가격은 250000원 입니다."
경희대상현태권도의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동작구 상도로 346-1이며, 해당 강좌는 주로 (6, 7, 8)월에 개최하며, 가격은 110000원 입니다."
더리핏의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동작구 상도로 360이며, 해당 강좌는 주로 (6, 7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
우리동작장애인자립생활센터의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동작구 상도로 43이며, 해당 강좌는 주로 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최하며, 가격은 110000원 입니다."
오케이 복싱의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동작구 양녕로 257이며, 해당 강좌는 주로 (7)월에 개최하며, 가격은 110000원 입니다."
정진MBA태권도장의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동작구 양녕로26길 27이며, 해당 강좌는 주로 (6, 7, 8)월에 개최하며, 가격은 110000원 입니다."
경희대 용호태권도의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동작구 양녕로30길 4이며, 해당 강좌는 주로 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
이소영탁구교실의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동작구 여의대방로 22이며, 해당 강좌는 주로 (1, 7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
(주)스포니스 신대방점의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동작구 여의대방로22길 132이며, 해당 강좌는 주로 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최하며, 가격은 110000원 입니다."
상도태권도 신상도점의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동작구 장승배기로 7이며, 해당 강좌는 주로 (1, 6, 7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
요가블리스&필라테스의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동작구 현충로 100-1이며, 해당 강좌는 주로 (4, 5, 6, 7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
요가블리스&필라테스의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동작구 현충로 100-1이며, 해당 강좌는 주로 (7, 9)월에 개최하며, 가격은 110000원 입니다."
해람무예원의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동작구 현충로 153이며, 해당 강좌는 주로 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최하며, 가격은 110000원 입니다."
가천대상도태권도장의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 동작구 흑석로 11이며, 해당 강좌는 주로 (2, 3, 4, 5, 6, 7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
라인필라테스애오개점의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 마포구 마포대로 204이며, 해당 강좌는 주로 (6, 7, 8, 9)월에 개최하며, 가격은 150000원 입니다."
한국체대용무태권도장의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 마포구 마포대로11길 46이며, 해당 강좌는 주로 (1, 2, 3, 4, 5, 6, 7, 8)월에 개최하며, 가격은 110000원 입니다."
비에스(BS)멀티짐 (상암블랙샤크 복싱 킥복싱 주짓수)의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 마포구 상암산로1길 69이며, 해당 강좌는 주로 (6, 7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
마포장애인종합복지관의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 마포구 성산로4길 35이며, 해당 강좌는 주로 (2, 3, 4, 5, 6, 7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
두잉운동발달연구소의 정보를 조금 더 상세히 알려줘,"해당 시설의 상세 주소는 서울특별시 마포구 월드컵로 190이며, 해당 강좌는 주로 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최하며, 가격은 110000원 입니다."
