정보,위치주소,시설이름,우편번호,주소,종목명,상세종목,가격,월,개최월,년도
"경기 수원시에 있는 체육시설의 상세 주소는 경기도 수원시 영통구 창룡대로 255 수원시장애인종합복지관으로, 우편번호가 16227이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 발달수영(주3회)이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 45000원입니다. ",경기 수원시,수원시장애인종합복지관,16227,경기도 수원시 영통구 창룡대로 255,수영,발달수영(주3회),45000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"경기 수원시에 있는 체육시설의 상세 주소는 경기도 수원시 영통구 창룡대로 255 수원시장애인종합복지관으로, 우편번호가 16227이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 성인수영(주3회)이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 32500원입니다. ",경기 수원시,수원시장애인종합복지관,16227,경기도 수원시 영통구 창룡대로 255,수영,성인수영(주3회),32500,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"경기 수원시에 있는 체육시설의 상세 주소는 경기도 수원시 영통구 창룡대로 255 수원시장애인종합복지관으로, 우편번호가 16227이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 수중PT이며, 강좌는 (4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 80000원입니다. ",경기 수원시,수원시장애인종합복지관,16227,경기도 수원시 영통구 창룡대로 255,수영,수중PT,80000,7,"(4, 5, 6, 7, 8, 9)",2024
"경기 수원시에 있는 체육시설의 상세 주소는 경기도 수원시 영통구 창룡대로 255 수원시장애인종합복지관으로, 우편번호가 16227이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 수중운동(주2회)이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 35000원입니다. ",경기 수원시,수원시장애인종합복지관,16227,경기도 수원시 영통구 창룡대로 255,수영,수중운동(주2회),35000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"경기 수원시에 있는 체육시설의 상세 주소는 경기도 수원시 영통구 창룡대로 255 수원시장애인종합복지관으로, 우편번호가 16227이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 자유수영(보호자)이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 27000원입니다. ",경기 수원시,수원시장애인종합복지관,16227,경기도 수원시 영통구 창룡대로 255,수영,자유수영(보호자),27000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"경기 수원시에 있는 체육시설의 상세 주소는 경기도 수원시 영통구 창룡대로 255 수원시장애인종합복지관으로, 우편번호가 16227이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 자유수영(성인)이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 27000원입니다. ",경기 수원시,수원시장애인종합복지관,16227,경기도 수원시 영통구 창룡대로 255,수영,자유수영(성인),27000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"경기 수원시에 있는 체육시설의 상세 주소는 경기도 수원시 영통구 창룡대로 255 수원시장애인종합복지관으로, 우편번호가 16227이고, 이용 가능한 종목은 수영입니다. 제공하는 강좌의 강좌명은 저녁수영(오후, 주3회)이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 32500원입니다. ",경기 수원시,수원시장애인종합복지관,16227,경기도 수원시 영통구 창룡대로 255,수영,"저녁수영(오후, 주3회)",32500,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"경기 수원시에 있는 체육시설의 상세 주소는 경기도 수원시 영통구 효원로 393 매탄타이혼으로, 우편번호가 16545이고, 이용 가능한 종목은 복싱입니다. 제공하는 강좌의 강좌명은 [주1일반]무에타이,킥복싱,복싱이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8)월에 개최되며, 가격은 110000원입니다. ",경기 수원시,매탄타이혼,16545,경기도 수원시 영통구 효원로 393,복싱,"[주1일반]무에타이,킥복싱,복싱",110000,7,"(1, 2, 3, 4, 5, 6, 7, 8)",2024
"경기 수원시에 있는 체육시설의 상세 주소는 경기도 수원시 장안구 금당로 46 무림합기도으로, 우편번호가 16282이고, 이용 가능한 종목은 합기도입니다. 제공하는 강좌의 강좌명은 무림합기도이며, 강좌는 (1, 2, 7, 9)월에 개최되며, 가격은 150000원입니다. ",경기 수원시,무림합기도,16282,경기도 수원시 장안구 금당로 46,합기도,무림합기도,150000,7,"(1, 2, 7, 9)",2024
"경기 수원시에 있는 체육시설의 상세 주소는 경기도 수원시 장안구 금당로39번길 6 경희대라이언태권도으로, 우편번호가 16281이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도 수련이며, 강좌는 (2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",경기 수원시,경희대라이언태권도,16281,경기도 수원시 장안구 금당로39번길 6,태권도,태권도 수련,110000,7,"(2, 3, 4, 5, 6, 7, 8, 9)",2024
"경기 수원시에 있는 체육시설의 상세 주소는 경기도 수원시 장안구 대평로 128 마음뜰clinic 운동발달센터으로, 우편번호가 16339이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 심리운동,특수체육이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8)월에 개최되며, 가격은 200000원입니다. ",경기 수원시,마음뜰clinic 운동발달센터,16339,경기도 수원시 장안구 대평로 128,기타종목,"심리운동,특수체육",200000,7,"(1, 2, 3, 4, 5, 6, 7, 8)",2024
"경기 수원시에 있는 체육시설의 상세 주소는 경기도 수원시 장안구 대평로 128 마음뜰clinic 운동발달센터으로, 우편번호가 16339이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 특수체육이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 150000원입니다. ",경기 수원시,마음뜰clinic 운동발달센터,16339,경기도 수원시 장안구 대평로 128,기타종목,특수체육,150000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"경기 수원시에 있는 체육시설의 상세 주소는 경기도 수원시 장안구 대평로 128 마음뜰clinic 운동발달센터으로, 우편번호가 16339이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 특수체육이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 200000원입니다. ",경기 수원시,마음뜰clinic 운동발달센터,16339,경기도 수원시 장안구 대평로 128,기타종목,특수체육,200000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"경기 수원시에 있는 체육시설의 상세 주소는 경기도 수원시 장안구 대평로90번길 19 킹핀볼으로, 우편번호가 16334이고, 이용 가능한 종목은 볼링입니다. 제공하는 강좌의 강좌명은 볼링이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10)월에 개최되며, 가격은 110000원입니다. ",경기 수원시,킹핀볼,16334,경기도 수원시 장안구 대평로90번길 19,볼링,볼링,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)",2024
"경기 수원시에 있는 체육시설의 상세 주소는 경기도 수원시 장안구 정조로 988 꿈나무심리언어연구소으로, 우편번호가 16310이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 특수체육이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",경기 수원시,꿈나무심리언어연구소,16310,경기도 수원시 장안구 정조로 988,기타종목,특수체육,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"경기 수원시에 있는 체육시설의 상세 주소는 경기도 수원시 팔달구 경수대로 534 뉴힐링라이프 재활운동센터 수원점으로, 우편번호가 16484이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 1:1 재활운동이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",경기 수원시,뉴힐링라이프 재활운동센터 수원점,16484,경기도 수원시 팔달구 경수대로 534,기타종목,1:1 재활운동,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"경기 수원시에 있는 체육시설의 상세 주소는 경기도 수원시 팔달구 월드컵로 307 월드컵탁구마트으로, 우편번호가 16238이고, 이용 가능한 종목은 탁구입니다. 제공하는 강좌의 강좌명은 탁구기초이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",경기 수원시,월드컵탁구마트,16238,경기도 수원시 팔달구 월드컵로 307,탁구,탁구기초,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"경기 수원시에 있는 체육시설의 상세 주소는 경기도 수원시 팔달구 중부대로 110 굿라이프으로, 우편번호가 16471이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 굿라이프_장애인 맞춤형 운동이며, 강좌는 (6, 7, 8, 9)월에 개최되며, 가격은 132000원입니다. ",경기 수원시,굿라이프,16471,경기도 수원시 팔달구 중부대로 110,기타종목,굿라이프_장애인 맞춤형 운동,132000,7,"(6, 7, 8, 9)",2024
"경기 수원시에 있는 체육시설의 상세 주소는 경기도 수원시 팔달구 팔달로 53 용인대홍익태권도장으로, 우편번호가 16452이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도&amp;줄넘기이며, 강좌는 (7)월에 개최되며, 가격은 110000원입니다. ",경기 수원시,용인대홍익태권도장,16452,경기도 수원시 팔달구 팔달로 53,태권도,태권도&amp;줄넘기,110000,7,-7,2024
"경기 수원시에 있는 체육시설의 상세 주소는 수원시 권선구 경수대로 401 한국아동청소년발달센터으로, 우편번호가 16570이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 특수체육이며, 강좌는 (7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",경기 수원시,한국아동청소년발달센터,16570,수원시 권선구 경수대로 401,기타종목,특수체육,110000,7,"(7, 8, 9)",2024
"경기 수원시에 있는 체육시설의 상세 주소는 수원시 팔달구 행궁로 77 꿈나무인지언어연구소으로, 우편번호가 16261이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 특수체육이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",경기 수원시,꿈나무인지언어연구소,16261,수원시 팔달구 행궁로 77,기타종목,특수체육,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"경기 시흥시에 있는 체육시설의 상세 주소는 경기도 시흥시 검바위2로 30 최원용태권도으로, 우편번호가 14921이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도수련이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",경기 시흥시,최원용태권도,14921,경기도 시흥시 검바위2로 30,태권도,태권도수련,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"경기 시흥시에 있는 체육시설의 상세 주소는 경기도 시흥시 능곡번영길 24 나는필라테스 능곡역점으로, 우편번호가 14999이고, 이용 가능한 종목은 필라테스입니다. 제공하는 강좌의 강좌명은 필라테스이며, 강좌는 (1, 2, 3, 4, 5, 6, 7)월에 개최되며, 가격은 110000원입니다. ",경기 시흥시,나는필라테스 능곡역점,14999,경기도 시흥시 능곡번영길 24,필라테스,필라테스,110000,7,"(1, 2, 3, 4, 5, 6, 7)",2024
"경기 시흥시에 있는 체육시설의 상세 주소는 경기도 시흥시 도일로 110-2 아이두운동발달센터으로, 우편번호가 15069이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 뉴스포츠&amp;특수체육(목요일)이며, 강좌는 (2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",경기 시흥시,아이두운동발달센터,15069,경기도 시흥시 도일로 110-2,기타종목,뉴스포츠&amp;특수체육(목요일),110000,7,"(2, 3, 4, 5, 6, 7, 8, 9)",2024
"경기 시흥시에 있는 체육시설의 상세 주소는 경기도 시흥시 도일로 110-2 아이두운동발달센터으로, 우편번호가 15069이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 뉴스포츠&amp;특수체육(토요일)이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",경기 시흥시,아이두운동발달센터,15069,경기도 시흥시 도일로 110-2,기타종목,뉴스포츠&amp;특수체육(토요일),110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"경기 시흥시에 있는 체육시설의 상세 주소는 경기도 시흥시 도일로135번길 42 정무태권도장으로, 우편번호가 15071이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 정무태권도장이며, 강좌는 (5, 6, 7)월에 개최되며, 가격은 110000원입니다. ",경기 시흥시,정무태권도장,15071,경기도 시흥시 도일로135번길 42,태권도,정무태권도장,110000,7,"(5, 6, 7)",2024
"경기 시흥시에 있는 체육시설의 상세 주소는 경기도 시흥시 마유로 416 (주)시흥비젼센터으로, 우편번호가 15049이고, 이용 가능한 종목은 기타종목입니다. 제공하는 강좌의 강좌명은 뉴스포츠(특수체육)이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)월에 개최되며, 가격은 110000원입니다. ",경기 시흥시,(주)시흥비젼센터,15049,경기도 시흥시 마유로 416,기타종목,뉴스포츠(특수체육),110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",2024
"경기 시흥시에 있는 체육시설의 상세 주소는 경기도 시흥시 목감남서로 9-15 클래식&락볼링센타으로, 우편번호가 14988이고, 이용 가능한 종목은 볼링입니다. 제공하는 강좌의 강좌명은 자유볼링이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9)월에 개최되며, 가격은 110000원입니다. ",경기 시흥시,클래식&락볼링센타,14988,경기도 시흥시 목감남서로 9-15,볼링,자유볼링,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",2024
"경기 시흥시에 있는 체육시설의 상세 주소는 경기도 시흥시 목감중앙로 53 늘솜필라테스으로, 우편번호가 14988이고, 이용 가능한 종목은 필라테스입니다. 제공하는 강좌의 강좌명은 기구필라테스이며, 강좌는 (1, 2, 3, 4, 5, 6, 7, 8, 9, 10)월에 개최되며, 가격은 110000원입니다. ",경기 시흥시,늘솜필라테스,14988,경기도 시흥시 목감중앙로 53,필라테스,기구필라테스,110000,7,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)",2024
"경기 시흥시에 있는 체육시설의 상세 주소는 경기도 시흥시 배곧1로 27-16 품태권도장으로, 우편번호가 15011이고, 이용 가능한 종목은 태권도입니다. 제공하는 강좌의 강좌명은 태권도교육이며, 강좌는 (1, 7, 8, 9)월에 개최되며, 가격은 160000원입니다. ",경기 시흥시,품태권도장,15011,경기도 시흥시 배곧1로 27-16,태권도,태권도교육,160000,7,"(1, 7, 8, 9)",2024
